58.82,60.61,51.72,56.60,61.86,57.69,55.56,59.41,57.69,54.55,57.14,49.59,59.41,66.67,70.59,71.43,70.59,73.17,75.00,66.67,59.41,55.05,60.00,59.41,60.00,65.22,60.00,60.00,60.61,65.22
69.77,68.97,71.43,63.83,65.22,62.50,64.52,63.83,62.50,65.93,65.22,62.50,63.83,68.18,64.52,60.00,63.16,55.56,59.41,65.22,64.52,59.41,57.14,60.00,53.10,51.72,63.16,61.22,65.93,67.42
58.25,61.86,62.50,54.05,57.69,55.05,61.22,69.77,74.07,75.95,83.33,84.51,80.00,70.59,69.77,63.83,59.41,59.41,63.83,62.50,60.61,64.52,63.83,61.86,68.18,66.67,61.86,65.93,66.67,58.82
72.29,71.43,68.97,64.52,63.16,55.05,57.14,55.56,56.60,54.05,60.00,56.60,58.25,63.83,61.22,57.14,60.00,58.82,56.07,60.61,57.69,52.17,55.05,56.07,56.07,57.14,63.83,63.83,56.60,54.55
60.61,63.83,65.22,62.50,59.41,63.83,60.00,53.57,58.25,56.60,51.72,57.14,62.50,52.63,53.57,56.60,52.63,50.42,54.05,53.57,56.07,65.93,67.42,71.43,75.00,75.95,75.00,74.07,67.42,68.97
58.82,57.69,55.56,59.41,60.00,52.17,55.05,58.82,60.61,65.93,64.52,65.22,63.83,66.67,65.93,61.22,58.25,57.69,57.14,61.22,63.16,57.69,58.82,63.16,58.25,60.00,60.00,55.05,56.60,60.61
55.05,57.69,59.41,58.25,63.16,58.82,59.41,61.22,62.50,57.69,57.14,63.83,67.42,73.17,61.22,68.18,74.07,75.95,73.17,71.43,72.29,68.18,62.50,54.55,55.05,53.57,58.82,56.07,57.14,63.83
86.96,70.59,60.61,62.50,64.52,63.16,59.41,61.22,63.83,60.00,56.07,61.22,59.41,57.69,62.50,60.00,54.05,58.25,52.63,56.07,58.82,54.05,57.14,60.00,57.14,56.07,60.61,54.05,50.42,52.17
58.25,54.55,57.69,60.61,58.25,58.25,63.16,61.86,58.25,64.52,65.22,57.69,64.52,58.82,53.57,58.25,61.86,52.63,57.69,61.86,52.63,50.85,53.10,50.42,56.60,63.83,55.05,75.95,72.29,71.43
50.00,55.56,54.05,53.57,57.69,52.63,53.10,55.05,51.72,49.59,51.72,54.55,53.57,52.17,54.05,61.86,68.18,65.22,70.59,69.77,66.67,63.83,60.61,55.05,58.82,57.14,56.60,63.16,58.25,60.00
61.22,65.22,60.61,68.18,72.29,73.17,73.17,72.29,69.77,68.18,58.82,57.69,55.56,56.60,60.61,56.60,56.60,60.00,58.82,60.00,65.22,65.22,62.50,61.22,60.61,55.56,57.14,57.69,50.85,52.63
67.42,60.00,58.25,65.22,64.52,55.05,58.82,61.22,56.07,54.55,60.00,62.50,54.55,57.69,59.41,54.05,53.57,55.56,55.56,51.28,55.05,50.42,57.14,68.97,71.43,73.17,75.95,68.18,69.77,67.42
58.82,52.63,54.05,58.82,50.42,56.07,58.82,57.69,67.42,63.83,66.67,71.43,61.86,61.22,67.42,61.86,58.82,62.50,61.22,54.55,59.41,53.57,57.14,61.22,56.60,55.56,59.41,54.05,56.60,59.41
50.00,50.00,52.63,52.17,52.63,58.82,60.61,59.41,63.16,64.52,69.77,69.77,66.67,61.22,64.52,62.50,60.61,63.83,65.22,62.50,63.16,66.67,66.67,66.67,67.42,68.18,63.16,60.61,64.52,69.77
54.05,52.17,50.00,55.05,62.50,66.67,69.77,76.92,75.00,75.95,72.29,68.18,61.86,54.05,58.25,56.60,60.00,64.52,62.50,60.00,65.22,65.93,66.67,63.83,65.93,63.16,61.22,61.22,58.82,53.10
78.95,75.95,75.00,69.77,72.29,68.97,60.61,57.69,61.86,61.22,57.14,60.61,59.41,55.56,56.07,60.61,61.22,54.05,55.56,60.00,57.69,55.56,56.60,56.07,52.17,55.05,55.56,54.55,56.07,56.60
82.19,65.22,63.83,56.07,58.25,54.05,56.60,61.22,55.56,57.69,61.22,56.60,58.82,60.00,57.14,56.07,59.41,50.42,54.55,60.61,56.07,50.42,54.05,46.88,47.62,44.12,46.15,48.39,50.85,50.00
72.29,73.17,75.95,76.92,78.95,80.00,81.08,81.08,82.19,84.51,83.33,81.08,75.95,69.77,70.59,66.67,65.93,61.22,64.52,63.16,60.61,60.00,57.69,55.56,60.00,56.60,59.41,62.50,57.14,55.56
46.15,53.10,66.67,69.77,70.59,68.18,68.18,71.43,71.43,73.17,75.00,75.95,75.95,76.92,77.92,76.92,78.95,78.95,78.95,58.82,58.82,61.86,60.61,52.17,50.85,51.72,51.72,52.63,51.28,49.18
47.62,44.12,50.00,47.24,48.00,46.51,48.00,42.86,48.39,45.45,49.18,45.80,43.48,46.51,41.96,45.80,45.80,46.15,50.00,88.24,89.55,83.33,83.33,80.00,78.95,80.00,78.95,73.17,67.42,68.18
49.59,55.05,50.42,52.63,46.88,48.39,44.44,46.88,46.15,48.78,48.00,45.45,54.05,76.92,77.92,78.95,83.33,56.60,57.69,55.56,57.69,55.05,52.63,58.25,56.07,51.72,53.10,50.85,54.05,51.28
48.78,48.39,50.00,51.72,49.18,49.18,45.45,46.88,48.39,48.78,46.15,46.15,46.15,48.00,47.62,47.24,48.00,46.88,73.17,75.00,74.07,69.77,68.18,70.59,71.43,69.77,72.29,74.07,72.29,71.43
56.07,51.72,49.59,48.78,48.78,48.78,49.18,48.78,50.00,48.39,50.00,48.00,43.48,46.51,47.62,45.45,45.80,44.78,47.24,49.18,48.78,48.00,49.59,55.05,50.00,49.18,50.85,56.60,82.19,78.95
86.96,82.19,76.92,75.95,77.92,78.95,75.00,73.17,74.07,74.07,72.29,75.00,75.95,75.00,74.07,75.00,77.92,75.95,62.50,62.50,54.05,54.55,55.56,54.55,55.56,53.57,52.63,52.17,52.63,50.85
56.60,57.69,60.00,60.61,63.16,54.05,55.56,52.63,52.17,54.05,56.07,57.69,56.07,52.63,53.10,51.28,50.42,48.78,51.28,51.28,53.10,54.05,52.17,50.00,49.18,48.00,51.72,52.63,53.57,55.05
96.77,98.36,98.36,96.77,96.77,96.77,92.31,90.91,90.91,90.91,90.91,90.91,85.71,76.92,70.59,70.59,68.97,65.93,65.22,67.42,68.18,66.67,74.07,76.92,76.92,75.00,76.92,73.17,75.95,77.92
58.82,58.25,59.41,63.16,62.50,58.25,60.00,59.41,62.50,61.86,65.93,65.22,60.61,66.67,59.41,74.07,63.16,65.22,66.67,63.16,66.67,65.22,61.22,63.83,60.00,54.55,52.63,53.10,54.55,55.05
48.00,48.39,48.78,47.24,46.51,46.88,46.88,48.39,48.39,48.00,49.18,49.59,48.78,46.88,47.62,50.00,48.78,50.42,51.28,49.59,50.00,53.10,52.17,76.92,77.92,78.95,82.19,86.96,85.71,75.95
57.14,52.17,52.63,52.63,55.05,54.05,57.14,52.63,51.72,52.63,51.28,51.28,50.42,49.18,48.00,49.59,50.85,52.17,50.00,51.72,50.85,52.17,48.78,55.05,62.50,61.86,60.61,60.61,62.50,63.83
61.86,61.86,61.22,58.25,58.25,59.41,58.82,60.00,61.22,60.00,60.61,59.41,60.61,60.00,53.57,55.56,53.57,56.60,55.56,56.07,56.07,55.56,51.28,52.17,53.10,54.05,51.28,59.41,77.92,75.95
59.41,56.07,54.05,52.17,53.57,51.72,52.17,49.18,48.39,49.18,48.78,48.00,47.24,47.62,48.00,48.39,48.78,48.39,49.59,45.80,55.05,52.63,61.22,70.59,75.95,53.57,56.60,57.14,60.61,63.83
54.55,57.14,55.56,55.05,56.07,55.05,55.56,54.05,54.05,54.05,55.56,56.07,54.55,55.05,54.55,52.17,50.85,50.42,50.85,50.00,50.42,54.05,51.72,52.17,50.00,49.59,48.39,49.18,50.42,49.59
75.95,77.92,78.95,83.33,83.33,83.33,84.51,70.59,69.77,58.25,59.41,58.82,59.41,54.55,53.57,52.63,51.28,53.10,55.05,53.57,54.55,52.17,51.72,49.18,50.85,48.00,48.39,48.39,50.00,49.59
89.55,65.93,67.42,68.97,71.43,72.29,75.95,75.00,75.00,74.07,77.92,81.08,83.33,84.51,75.95,75.95,67.42,60.61,56.60,57.14,55.05,56.07,53.10,53.57,56.60,54.05,55.56,57.14,56.07,57.14
61.22,62.50,68.97,73.17,75.00,72.29,65.22,71.43,73.17,70.59,67.42,62.50,61.86,62.50,61.86,60.61,60.61,57.69,59.41,56.07,57.69,61.22,56.60,57.69,57.69,57.14,55.56,55.56,54.55,54.55
60.61,62.50,58.82,59.41,59.41,57.14,59.41,58.82,57.14,56.07,58.25,57.14,57.69,55.56,57.14,56.07,58.25,55.05,55.05,56.07,54.05,56.60,53.57,54.55,55.56,52.63,51.72,49.59,52.17,50.42
69.77,70.59,72.29,74.07,75.95,74.07,70.59,67.42,65.93,64.52,61.86,61.86,60.61,58.25,59.41,59.41,60.00,57.69,57.69,56.60,58.25,56.60,54.55,52.17,53.57,52.17,53.57,54.55,53.57,52.63
75.00,74.07,76.92,78.95,80.00,76.92,76.92,75.00,76.92,75.00,74.07,73.17,70.59,72.29,73.17,74.07,75.00,74.07,75.00,75.00,74.07,75.95,75.95,76.92,78.95,78.95,80.00,78.95,80.00,75.95
45.80,47.62,43.48,47.24,60.61,64.52,64.52,64.52,64.52,64.52,64.52,65.22,64.52,64.52,65.93,64.52,65.93,66.67,66.67,66.67,69.77,68.97,70.59,75.00,75.95,77.92,96.77,98.36,98.36,98.36
70.59,68.97,68.18,68.97,64.52,65.22,61.22,68.97,72.29,68.18,75.00,74.07,75.00,67.42,63.83,69.77,68.18,68.97,69.77,66.67,67.42,70.59,70.59,71.43,73.17,73.17,73.17,74.07,74.07,71.43
58.82,60.61,65.93,63.83,66.67,64.52,65.93,68.18,63.16,58.82,63.16,63.16,56.07,59.41,58.25,50.85,53.10,55.05,54.55,57.69,68.97,65.93,69.77,74.07,76.92,82.19,63.16,70.59,74.07,73.17
53.57,55.56,53.10,56.07,56.60,55.56,56.60,55.56,54.05,55.05,57.14,55.56,56.60,52.63,56.07,55.56,52.17,54.05,52.17,58.82,70.59,73.17,66.67,63.16,62.50,57.69,57.69,61.22,57.69,56.60
54.05,54.05,59.41,60.61,55.56,58.82,57.14,54.55,60.00,64.52,68.97,67.42,71.43,75.95,80.00,72.29,71.43,74.07,76.92,76.92,78.95,74.07,75.00,73.17,69.77,65.22,68.97,62.50,63.16,65.93
62.50,65.22,61.22,68.18,60.00,63.16,58.82,59.41,60.61,59.41,58.82,62.50,61.22,61.86,61.22,65.22,64.52,60.61,63.83,65.22,63.83,63.16,67.42,65.93,57.69,63.83,61.86,61.22,63.16,68.18
56.60,54.05,55.56,61.22,61.86,57.69,55.05,55.56,52.63,54.55,51.72,53.10,60.61,63.83,58.82,66.67,75.95,75.00,74.07,77.92,62.50,61.86,65.22,68.18,67.42,69.77,70.59,65.93,61.22,64.52
65.22,67.42,70.59,73.17,74.07,75.00,73.17,73.17,77.92,78.95,77.92,69.77,70.59,68.18,66.67,68.18,65.93,62.50,63.16,57.69,61.86,65.93,63.16,65.22,69.77,68.18,66.67,66.67,66.67,63.83
61.22,57.69,57.69,61.86,60.00,58.82,61.86,65.22,64.52,62.50,62.50,65.22,60.61,59.41,61.86,61.86,60.61,64.52,58.25,60.00,63.16,55.56,57.69,60.61,63.16,68.97,58.82,61.86,66.67,69.77
53.57,53.10,56.60,52.63,57.14,68.18,62.50,65.93,72.29,76.92,75.00,75.00,72.29,73.17,67.42,62.50,65.93,65.22,66.67,68.18,64.52,60.61,63.83,65.22,61.86,64.52,65.93,65.93,60.61,63.16
63.83,60.61,58.82,63.83,63.16,60.61,65.22,69.77,70.59,70.59,72.29,71.43,65.22,66.67,69.77,66.67,63.16,61.86,62.50,57.14,56.07,61.86,60.61,60.00,62.50,58.82,61.22,67.42,65.22,67.42
65.93,57.14,59.41,61.22,56.07,55.05,58.25,53.10,55.56,61.22,56.60,54.05,58.82,60.00,60.61,57.69,65.93,70.59,72.29,68.18,75.00,75.95,74.07,69.77,75.00,76.92,75.00,67.42,68.18,63.83
65.22,65.22,60.00,75.00,65.93,74.07,76.92,77.92,71.43,75.95,77.92,77.92,75.00,75.00,70.59,60.61,65.22,64.52,59.41,63.16,61.22,59.41,62.50,63.16,60.61,66.67,65.22,56.60,61.86,65.22
65.22,65.93,68.97,65.22,60.00,61.22,63.83,61.22,59.41,63.16,65.93,66.67,63.16,65.93,65.93,64.52,63.83,67.42,65.22,61.22,65.93,57.69,59.41,64.52,61.86,62.50,63.16,59.41,55.56,63.83
57.69,60.61,62.50,60.61,60.61,63.16,58.25,59.41,61.86,57.14,55.05,58.82,58.25,66.67,78.95,80.00,77.92,74.07,67.42,68.97,65.22,58.82,58.25,60.61,60.61,62.50,63.83,62.50,64.52,67.42
74.07,71.43,75.95,77.92,80.00,82.19,82.19,75.00,75.00,73.17,66.67,65.93,63.16,62.50,65.22,63.83,60.00,60.61,65.22,65.22,60.61,63.83,65.22,60.00,58.25,61.86,67.42,68.18,63.83,66.67
61.22,55.56,60.61,60.61,54.55,59.41,64.52,67.42,65.22,64.52,67.42,67.42,58.25,60.00,63.83,63.16,61.86,64.52,63.83,65.22,74.07,76.92,60.61,68.97,70.59,73.17,72.29,73.17,69.77,65.22
74.07,75.95,78.95,81.08,82.19,83.33,81.08,75.00,66.67,68.97,63.16,62.50,59.41,59.41,63.83,61.86,60.61,63.16,63.83,62.50,66.67,64.52,62.50,65.22,65.22,64.52,65.22,67.42,63.16,62.50
61.86,61.22,63.83,63.83,62.50,67.42,66.67,59.41,66.67,65.22,61.22,65.93,65.22,61.22,63.16,62.50,58.25,61.86,54.05,58.25,62.50,55.05,55.56,63.83,65.22,71.43,73.17,72.29,74.07,76.92
58.25,55.56,57.14,52.17,59.41,63.83,57.69,52.63,59.41,56.07,62.50,75.95,77.92,76.92,78.95,74.07,72.29,65.22,61.22,61.22,56.60,57.69,57.69,59.41,64.52,62.50,59.41,63.16,61.86,57.14
84.51,75.95,72.29,74.07,69.77,65.93,66.67,67.42,65.22,65.93,63.16,58.82,63.16,61.86,58.25,61.22,62.50,62.50,63.16,67.42,69.77,68.18,70.59,63.83,63.16,62.50,56.60,56.60,59.41,52.63
61.86,60.00,56.60,62.50,63.83,61.22,62.50,65.22,61.86,63.16,63.16,57.14,56.60,58.25,56.60,61.86,68.97,75.95,77.92,77.92,78.95,77.92,77.92,76.92,75.95,73.17,66.67,64.52,61.22,57.14
65.22,72.29,75.00,75.00,75.00,75.95,77.92,75.95,74.07,65.22,58.25,57.69,60.00,63.83,67.42,61.86,60.61,65.93,65.93,62.50,62.50,65.22,62.50,58.82,61.86,57.69,53.10,58.25,60.61,55.56
60.00,63.16,62.50,60.61,65.93,65.22,63.83,65.93,62.50,61.86,66.67,65.22,59.41,63.83,65.22,57.14,60.00,65.22,64.52,65.93,64.52,62.50,59.41,61.86,53.57,60.61,70.59,77.92,73.17,75.00
61.86,58.25,62.50,57.69,56.07,57.14,65.93,68.97,74.07,74.07,76.92,77.92,76.92,76.92,76.92,76.92,72.29,62.50,61.22,62.50,65.22,61.86,62.50,68.18,68.97,63.83,68.97,64.52,60.00,63.83
